1067,coxibrex,  celecoxib,100 mg,bte/20
1068,coxibrex,  celecoxib,200 mg,bte/10
1069,cozaar,losartan,50,b/28
1070,cozaar,losartan potassium,100mg,b/28
1071,cozibrat,  irbesartan/hydrochlorothiazide,"300 mg/12,5mg",bte/30
1072,cozibrat,  irbesartan/hydrochlorothiazide,"150mg/12,5mg",bte/30
1073,creon, poudre de pancreas,12000,b/60
1074,crobendazole,  thiabendazole,500 mg,b/6
1075,crobenzal, benzakonium chlorure,15mg,b/10
1076,crodermin, fluocinonide,"0,05%",t/30 g
1077,crodiom,   cromoglycate de sodium,0.02,fl/10 ml
1078,crofenac,  diclofenac,25mg,b/10
1079,crofenon,  propafenone chlorhydrate,300 mg,b/30
1080,croformine,metformine  chlorhydrate,500mg,b/50
1081,croformine,metformine chlorhydrate,500,b/50
1082,crofuril,  furazolidone,100,b/30
1083,crofuril,  furazolidone,344,fl/25 ml
1084,cromal-,  cromoglycate de sodium,5,fl/112 doses
1085,cromedil,"  acide cromoglicique,s/forme cromoglicate sodium",0.02,"b30 recip unid 0,3ml o17122008"
1086,crometrine,methylergometrine,"0,25",fl/10 ml
1087,cromizole, clotrimazole,0.01,t/30 g
1088,cromoglycate  de sodium,   cromoglycate de sodium,0.02,fl/5 ml
1089,cromoglycate chauvin,  cromoglycate de sodium,0.02,fl/5 ml
1090,cromolol,  timolol,"0,25%",fl/5 ml
1091,cromonal,  cromoglycate de sodium,2,fl/10 ml
1092,cromosol,  cromoglycate de sodium,2% 2g/100ml,fl/15ml
1093,cronidine, clonidine (sous forme de chlorhydrate),"0,15",b/20
1094,cronil,clomipramine,10,b/30
1095,cronil,clomipramine,25,b/30
1096,cronil,clomipramine,75,b/20
1097,cronil,clomipramine,10 mg,b/30
1098,cronil,clomipramine,25 mg,b/30
1099,cronil,clomipramine,75 mg,b/20
1100,cronolone, triamcinolone,1,b/24
1101,cronolone, triamcinolone,4,b/24
1102,cronolone, triamcinolone,"0,10",t/5 g
1103,cronolone-neo, neomycine/triamcinolone,"0,35%/0,1%",t/3 g
1104,cronolone-neo-nista,   nystatine/triamcinolone/neomycine,"10 m ui/0,1g/",t/15 g
1105,crophenicol,   chloramphenicol,125mg/5ml,fl/60 ml
1106,crophenicol,   chloramphenicol,"0,40",fl/5 ml
1107,crophenicol,   chloramphenicol,1%/5g,t/5 g
1108,cropine,   atropine,"0,25",fl/15 ml
1109,cropine,   atropine,"0,50%",fl/15 ml
1110,cropine,   atropine,0.01,fl/15 ml
1111,croquine,  chloroquine,100mg,b/20
1112,crosulcaf, sulfacetamide/chloramphenicol,"10 %/0,5%",fl/10 ml
1113,crotiazide,hydrochlorothiazide/amiloride,50mg/5mg,b/30
1114,crotiroxine,   thyroxine,50,b/50
1115,crotiroxine,   thyroxine,100,b/50
1116,crotolol,  acebutolol,200mg,b/20
1117,crotolol,  acebutolol,200mg,b/20
1118,crotolol,  acebutolol,400,b/30
1119,crovasine, sulfadiazine argentique,0.01,t/15 g
1120,crovifene, clomifene citrate,50mg,b/10
1121,crovimal,  ibuprofene,500,b/12
1122,crovimazole,   carbimazole,5,b/50
1123,croxizine, hydroxyzine,25,b/30
1124,croxizine, hydroxyzine,100mg,b/30
1125,croxypol,  oxytetracycline/polymyxine b sulfate,"3g/ 0,1g",t/15 g
1126,curacne,   isotretinoine,10mg,b/30
1127,curacne,   isotretinoine,20mg,b/30
1128,curacne,   isotretinoine,5mg,b/30
1129,curacne,   isotretinoine,10mg,b/30
1130,curam, amoxicilline/acide clavulanique,500mg/125mg,b/12
1131,curam, amoxicilline/acide clavulanique,"250mg/62,5mg/5ml",fl/60 ml
1132,curam, amoxicilline/acide clavulanique,"125mg/31,25mg/5ml",fl/60 ml
1133,curatec,   ramipril,5mg,b/30
1134,curestat,  flutamide,250,b/20
1135,cusicrom,  cromoglycate de sodium,0.02,fl/30 ml
1136,cusicrom,  cromoglycate de sodium,2,fl/30 ml
1137,cusimolol, timolol,"0,25",fl/5 ml
1138,cusimolol, timolol,"0,50%",fl/5 ml
1139,cusiviral, aciclovir,0.03,"t/4,5 g"
1140,cutacnyl,  peroxide de benzoyle,0.05,t/40 g
1141,cutacnyl,  peroxyde de benzoyle,0.1,t/40 g
1142,cutacnyl,  peroxyde de benzoyle,"2,50%",t/40 g
1143,cyanocobal,cyanocobalamine,1 000æg/ml,b/5
1144,cyanocobalamine,   cyanocobalamine,1000æg/ml,b/5 amp de 1ml
1145,cyanocobalamine,   cyanocobalamine,1000æg/ml,b/10
1146,cycladol,  complexe piroxicambeta  cyclodextrine,"191,2 mg equiv 20 mg piroxicammg",b/14
1147,cycladol,  piroxicam,"20mg,piro-beta-cyclo 191,2mg  mg",bte/14
1148,cymbalta,  duloxetine,30mg,bte/28
1149,cymbalta,  duloxetine,60mg,bte/28
1150,cyprohetadine, cyproheptadine,2,fl/100 ml
1151,cytotam-,tamoxifene,10mg,bte/30
1152,cytotam-,tamoxifene,20 mg,bte/30
1153,cytotrex,  methotrexate,"2,50mg",b/20
1154,dacrome,   cromoglycate de sodium,0.02,fl/10 ml
1155,dacrome,   cromoglycate de sodium,2,fl/10 ml
1156,dacryolarmes,  larmes ertificielles,1g/100ml,fl/10ml
1157,dadcrom,   cromoglicate de sodium,0.02,fl/10 ml
1158,dadcrom,   cromoglicate de sodium,0.02,f/10ml
1159,dafalgan,  paracetamol,500 mg,b/16
1160,dafalgan codeine,  paracetamol/codeine,500mg/30mg,b/16
1161,daivonex,  calcipotriol,50æg/g,t/30 g
1162,daivonex,  calcipotriol,0.05,tube/30g
1163,daktarin,  miconazole,2,fl/30 g
1164,daktarin,  miconazole,2,t/30 g
1165,daktarin ,   miconazole,2g%,t/40g
1166,danatrol,  danazol,200mg,b/100
1167,daniprol,  paracetamol,500mg,b/20
1168,daonil,glibenclamide,5mg,b/20
1169,darleton,  sulpiride,50mg,b/24
1170,daroxime,  cefuroxime,125mg,b/10
1171,daroxime,  cefuroxime,250mg,b/10
1172,dartelin,  pentoxifylline lp,400mg,b/20
1173,debridat,  trimebutine,50,b/5 amp
1174,debridat,  trimebutine,100mg,b/20
1175,debridat,  trimebutine,100mg,b/30
1176,debridat,  trimebutine,"0,787/(100g)",fl/250 ml
1177,debridat,  trimebutine,100,b/10
1178,debridat,"  trimebutine,s/f de malate",200mg,b/30
1179,debritine, maleate de trimebutine,100mg,b/30
1180,debritine, trimebutine maleate,100mg,b/20
1181,debritine, trimebutine,"0,787g/100g(4,8mg/ml)",fl/250ml
1182,deca-durabolin,nandrolone decanoate,50mg/ml,b/1fl de 1ml
1183,decapeptyl,triptoreline,"0,1",b/7+7
1184,decapeptyl,triptoreline,"3,75",b/1+1 +seringue
1185,"decapeptyl l,p 11,25 mg",   triptoreline,"11,25mg",b/1 fl+1 amp de 2
1186,dedolor,   diclofenac,100mg,b/10
1187,dedrogyl,  calcifediol,5 æg/gtttes,fl/10 ml
1188,dedrogyl,  calcifediol,5,fl/10ml
1189,deflambeta,betamethasone,"0,5",b/30
1190,degranol,  carbamazepine,200mg,b/50
1191,denacine,  clindamycine,1% (10mg/1ml),fl/30ml
1192,denoral,"   buzepide/clocinizine/pholcodine ,enf,","0,2mg/0,75mg/",fl/150ml
1193,denoral,"   buzepide/clocinizine/pholcodine ,ad,","0,9mg/3,375mg",fl/150ml
1194,denoral,   bu zepide/clocinizine/phenylpropanolamine,10963,b/20
1195,depakine,  acide valproique,200,b/40
1196,depakine,  acide valproique,500,b/40
1197,depakine,  acide valproique,500mg,b/40
1198,depakine,  acide valproique,200,fl/40 ml
1199,depakine chrono,   acide valproique lp,333mg/145mg (500mg val/sodium)mg,b/30
1200,depo-medrol,   acetate de methylprednisolone,40,b/1 seringue prremp o
1201,deponit nt , trinitrine,10mg/24h,b/10
1202,deponit nt ,  trinitrine,5mg/24h,b/10
1203,depreks,   fluoxetine,20mg,b/16
1204,depretine, paroxtine,20mg,bte/30
1205,depretine," paroxetine,sous forme de chlorhydrate hemihydrate",10 mg,b/30
1206,deprisole, prednisolone s/f metasulfobenzoate sodique,5 mg,bte/30
1207,derma-t,   clindamycine,0.01,fl/30 ml
1208,dermafine," terbinafine,sous forme de chlorhydrate",250mg,bte/16
1209,dermazin,  sulfadiazine argentique,1,t/25 g
1210,dermestril,estradiol,25,b/8
1211,dermestril,estradiol,50,b/8
1212,dermobacter,   digluconate de chlorhexidine/chloru de benzalkoni,"0,200g/0,500g/100ml",fl/300ml
1213,dermofix,  sertaconazole,0.02,t/20 g
1214,dermofix,  sertaconazole nitrate,0.02,t/100g
1215,dermosa cusi,  nystatine,100000 ui/g,t/30 g
1216,dermosa cusi nystatine,nystatine,100000,t/30 g
1217,deroxat,   paroxetine,20mg,b/14
1218,desacrovis,dexamethasone,50,t/30 g
1219,desacrovis,dexamethasone,"0,5mg",b/30
1220,desferal,  deferoxamine,500,"b/1 flc de 7,5 ml"
1221,deslor,desloratadine,"0,5 mg/ml",fl/150ml
1222,desomedine,hexamiine di-isetionate,"0,1%",f/10ml
1223,despavine, mebeverine,100mg,bte/30
1224,detensiel, bisoprolol,10mg,bt/28
1225,detensiel, bisoprolol,10mg,b/30
1226,dexagrane, dexamethasone/neomycine,100,fl/5 ml
1227,dexal, dexamethasone,"0,5mg",b/30
1228,dexalek,   dexamethazone,4mg/ml,b/3 amp
1229,dexalek,   dexamethasone,"0,5mg",b/30
1230,dexamed,   dexamethasone,"0,5 mg",b/20
1231,dexamethasone, dexamethasone,4mg/ml,b/100 amp
1232,dexamethasone  phosphate,  dexamethasone,20,b/5 amp de 5ml
1233,dexamethasone leurquin,dexamethasone,4mg/1ml,b/3
1234,dexamex,   neomycine/dexamethasone,350 000ui/100mg/ %,fl/5 ml
1235,dexasone,  dexamethasone,4ml/ml,b/5 amp de 1 ml
1236,dexnepoli, dexamethasone/neomycine/ polymyxine b,"2,1%/0,35%/ 6",fl/3 ml
1237,dexoren,   digoxine,"0,25mg",b/20
1238,dexstop enfants,   dextromethorphane hydrobromide,"0,1%",fl/125ml
1239,dextop ,   dextromethorphane hydrobromide,"0,2%",fl/125ml
1240,di-algic,  dextropropoxyphene/paracetamol,30mg/400mg,b/20
1241,di-cetalgic,   dextropropoxyphene/paracetamol,30mg/400mg,b/20
1242,di-dolex,"  paracetamol/tramadol,s/f de chlorhydrate","325mg/37,5mg",b/20
1243,di-hydan,  phenytoine,100,b/60
1244,di-paracetal,  dextropropoxyphene/paracetamol,30mg/400mg,b/20
1245,diabamine bgl, metformine sous forme de chlorhydrate,850mg,bte/100
1246,diaben,glibenclamide,5mg,b/20
1247,diabenil,  glibenclamide,"2,5mg",b/60
1248,diabenil,  glibenclamide,5mg,b/25
1249,diabenil,  glibenclamide,5mg,b/50
1250,diabenil,  glibenclamide,5mg,bte/60
1251,diabenil,  glibenclamide,5mg,bte/100
1252,diabenorm, repaglinide,1mg,b/30
1253,diabenorm, repaglinide,2mg,b/30
1254,diabenorm, repaglinide,"0,5mg",b/30
1255,diabformine,   metformine chlorhydrate,850mg,b/30
1256,diabformine,   metformine chlorhydrate,850mg,b/30
1257,diabformine,   metformine chlorhydrate,850mg,b/90
1258,diabirel,  glimepiride,2mg,b/30
1259,diabreside,gliclazide,80mg,b/40
1260,diabyl,metformine chlorhydrate,850,b/30
1261,diabyl,metformine chlorhydrate,850,b/60
1262,diacro,loperamide,2mg,b/20
1263,diafuryl,  nifuroxazide,100mg,b/12
1264,diafusor,  trinitrine,10 mg,b/30
1265,diaglibe,  glibenclamide,5mg,b/60
1266,diaguanid, metformine,850mg,b/30
1267,diaguanid, metformine  chlorhydrate,850mg,b/120
1268,dialamol,  paractamol,500mg,bte/12
1269,diameprid, glimepiride,1mg,b/30
1270,diameprid, glimepiride,2mg,b/30
1271,diameprid, glimepiride,3mg,b/30
1272,diameprid, glimepiride,4mg,b/30
1273,diamicron, gliclazide,80mg,b/60
1274,diamicron, gliclazide,30mg,b/30
1275,diamicron, gliclazide,30mg,b/60
1276,diamox,acetazolamide,500,b/25
1277,diamox,acetazolamide,250,b/24
1278,diane ,  cyproterone acetate ethinylestradiol,2mg/35æg,b/21
1279,diaphag,   gliclazide,80mg,b/60
1280,diaphage,  metformine chlorhydrate,500,b/20
1281,diapid,lypressine,50,fl/12 ml
1282,diapride ,glimepiride,2mg,b/30
1283,diapride ,glimepiride,1mg,b/30
1284,diapride ,glimepiride,3mg,b/30
1285,diapride ,glimepiride,4mg,b/30
1286,diaryl,loperamide,2mg,b/20
1287,diassel,   loperamide,2mg,b/20
1288,diatab,glibenclamide,5mg,b/30
1289,diatex,loperamide,2mg,b/20
1290,diavic,dextropropoxyphene/paracetamol,30mg/400mg,b/20
1291,diazal ,  diazepam,5mg,b/30
1292,diazal , diazepam,10mg,b/30
1293,diazem,diltiazem,60,b/30
1294,diazem,diltiazem,60,b/30
1295,diazem,diltiazem,90,b/30
1296,diazem,diltiazem,120,b/30
1297,diazem,diltiazem,180,b/30
1298,diazepam,  diazepam,10mg/2ml,b/10 amp de 2ml
1299,diazepam,  diazepam,0.01,fl/20ml
1300,diazide,   gliclazide,80mg,b/30
1301,dicef, defaclor,500mg,b/15
1302,dicef, cefaclor,250mg/5ml,fl/75 ml
1303,dicetel,   pinaverium bromure,50,b/20
1304,dicetel,   pinaverium,100,b/20
1305,diclamid,  diclofenac s/f sodique,5mg/ml(75mg/3ml),bte/2
1306,diclo ,  diclofenac sodique,25mg,b/10
1307,dicloced,"  diclofenac,sous forme sodique","1mg/ml(0,10%)",fl/10ml
1308,diclofal,  diclofenac,75mg/3ml,b/2
1309,diclofal,  diclofenac,50mg,b/30
1310,diclofar,"  diclofenac,sous forme sodique",100mg,bte/10
1311,diclofen,  diclofenac,50mg,b/20
1312,diclofen,  diclofenac,0.01,t/50 g
1313,diclofenac,diclofenac,75mg,b/100 amp
1314,diclofenac,diclofenac,25mg,b/30
1315,diclofenac,diclofenac,25mg,b/20
1316,diclofenac,diclofenac,50mg,b/30
1317,diclofenac,diclofenac,50mg,b/20
1318,diclofenac,diclofenac,25mg,b/10
1319,diclofenac,diclofenac,100 mg,b/10
1320,diclofenac   llorens,  diclofenac sodique,50mg,b/20
1321,diclofenac   llorens,  diclofenac sodique,100mg,b/10
1322,diclofenac nova generics,"  diclofenac sodique,s/f diclofenac dithylamine",1g/100g,tube/50g
1323,diclofenac stada retard,   diclofenac,100 mg,b/20
1324,diclofenac tedec,  diclofenac,25mg,b/10
1325,diclofenac tedec,  diclofenac,100mg,b/10
1326,diclofenil,diclofenac,100 mg,b/10
1327,diclofenil,diclofenac,1g/100g(1%),t/30g
1328,diclofenil enfant, diclofenac,25mg,b/10
1329,diclogesic,diclofenac,75mg,b/5 amp
1330,diclogesic,diclofenac,25mg,b/20
1331,diclogesic,diclofenac,50mg,b/20
1332,diclogesic,diclofenac,100mg,b/5
1333,diclogesic,diclofenac de sodium,"0,10%",f/5ml
1334,diclogesic,diclofenac,0.01,t/30 g
1335,diclogesic,diclofenac de sodium,"12,5mg",b/10
1336,diclogesic retard, diclofenac,100mg,b/10
1337,diclomax,  diclofenac,25mg,b/30
1338,diclomax,  diclofenac,50mg,b/30
1339,diclomax,  diclofenac,100mg,b/15
1340,diclomax,  diclofenac,25mg,b/10
1341,diclomec,  diclofenac,75mg/3ml,"b/2 amp,"
1342,diclomec,  diclofenac,75mg/3ml,b/4 amp
1343,diclomec,  diclofenac,75mg/3ml,b/10 amp
1344,diclomec,  diclofenac,0.01,t/50 g
1345,dicloreum, diclofenac,75mg,b/6 amp
1346,dicloreum, diclofenac,25mg,b/30
1347,dicloreum, diclofenac,50mg,b/20
1348,dicloreum, diclofenac,100mg,b/10
1349,dicloreum, diclofenac,0.01,t/50 g
1350,dicynone,  etamsylate,250,b/6 amp de 2 ml
1351,dicynone,  etamsylate,250,b/20
1352,dideral,   propranolol hcl,40 mg,o
1353,difal, diclofenac,25mg,b/30
1354,difal, diclofenac,50mg,b/30
1355,difal, diclofenac,25mg,b/10
1356,difal, diclofenac,100mg,b/10
1357,difen ,  diclofenac,25mg,b/20
1358,difen ,  diclofenac,50mg,b/20
1359,differine, adapalene,"0,1%",t/30g
1360,diffumax,  theophylline lp,200mg,b/30
1361,diflorene, diclofenac,50mg,b/20
1362,diflu g,  fluconazole,50mg,b/3
1363,diflucan,  fluconazole,50mg,b/3
1364,diflug,   fluconazole,50mg,b/3
1365,difrarel ,  extrait anthocyanosidique/betacarotene,100,b/20
1366,difrarel e,extrait anthocyanosidique/tocopherol,50mg/50mg,b/24
1367,digaol,timolol,"0,50%",fl/3 ml
1368,digestat,  trimebutine maleate,100mg,b/10
1369,digoxine,  digoxine,"0,5",b/5 amp
1370,digoxine cpcm, digoxine,"0,25mg",b/30
1371,digoxine nativelle,digoxine,"0,25",b/30
1372,digoxine nativelle,digoxine,"0,05mg/ml",fl/60 ml
1373,digoxine streuli,  digoxine,"0,25mg",b/30
1374,digoxine streuli,  digoxine,"0,125mg",bte/30
1375,digromin,  dihydroergotamine,2mg/ml,fl/50 ml
1376,dihydroergotamine sandoz,  dihyrdroergotamine,2,fl/50 ml
1377,dihydroergotamine-sandoz,  dihydroergotamine,1mg/ml,b/2 amp
1378,dihydrogotamine,   dihydroerotamine,1,b/2 amp
1379,dihydrogotamine,   dihydroergotamine,2 mg/ml,fl/50ml
1380,dilacard,  carvdilol,"6,25mg",bte/30
1381,dilacard,  carvdolol,25mg,bte/30
1382,dilacard,  carvdilol,"12,5mg",b/30
1383,dilacard,  carvdilol,"3,125mg",b/30
1384,dilatrane, theophyline,10mg/ml,fl/200ml
1385,dilatrend, carvedilol,25mg,b/30
1386,dilatrend, carvedilol,"6,25mg",b/30
1387,diltiazem ,  diltiazem,60,b/20
1388,diltiazem - bayer, diltiazem  lp,90mg,b/28
1389,diltiazem - bayer, diltiazem lp,120mg,b/28
1390,diltiazem chlorhydrate,diltiazem,60,b/30
1391,diltiazor, diltiazem lp,90 mg,b/20
1392,dimepra,   loperamide,2mg,b/20
1393,dimipril,  captopril,25mg,b/20
1394,dimipril,  captopril,50mg,b/30
1395,dioveine,diosmine,600mg,b/30
1396,dioveine,diosmine,300mg,b/30
1397,diprim,sulfamthoxazole/trimthoprime (ou cotrimoxazole),200mg/40mg/5ml,fl/100ml
1398,diprolol,  bisoprolol,10 mg,bte/30
1399,diprosalic,betamethasone,"0,05 % / 30%",t/15 g
1400,diprosone, betamethasone,"0,05",t/15 g
1401,diprosone, betamethasone,"0,05",t/15 g
1402,diprosone, betamethasone,"0,05",fl/15 g
1403,diprostene,betamethasone dipropionate/betamethasone phosphat,5mg/2mg,1 seringue prrempli o
1404,dipyridamole,  dipyridamole,75,b/100
1405,diril, amiloride/hydrochrothiazide,50mg/5mg,b/30
1406,discotrine,trinitrine,10,b/30
1407,distensol, haloperidol,2mg/ml,fl/15 ml
1408,distensol, haloperidol,1mg,b/40
1409,distensol, haloperidol,5mg,b/30
1410,ditamin,   dihydroerotamine,2,fl/50 ml
1411,diurazol,  acetazolamide,250,b/24
1412,diurimat,  indapamide,"2,5mg",b/30
1413,diusemide, furosemide,20mg,b/5 amp de 2ml
1414,diusemide, furosemide,40mg,b/30
1415,diuzine,   hydrochlorothiazide/amiloride,50mg/5mg,b/30
1416,diuzine,   hydrochlorothiazide/amiloride,50mg/5mg,b/20
1417,diuzine,   hydrochlorothiazide/amiloride,50mg/5mg,b/60
1418,divido,diclofenac sodium,75mg,b/20
1419,divido,"diclofenac,sous forme de sel de sodium",75mg,bte/20
1420,divina,estradiol/medroxyprogesterone,2mg /10mg,b/21
1421,dofebril,  paracetamol,500mg,b/20
1422,dofebril,  paracetamol,500mg,b/2 tube de 10
1423,dofebril,  paracetamol,1000mg,bte de 1 tube de 10  o22112009
1424,dogmatil,  sulpiride,50mg,b/30
1425,dogmatil,  sulpiride,50mg,b/30
1426,dogmatil,  sulpiride,25mg/cac,fl/200 ml
1427,dolex," tramadol, sous forme de chlorhydrate",50mg,bte/30
1428,dolicrane ,   paracetamol,500mg,bte/20
1429,dolicrane ,  paracetamol,1000mg,bte/10
1430,doliprane, paracetamol,500 mg,b/16
1431,doliprane, paracetamol,500mg,b/16
1432,doliprane, paracetamol,100mg,b/12
1433,doliprane, paracetamol,125mg,b/12
1434,doliprane, paracetamol,100mg,b/12
1435,doliprane, paracetamol,170 mg,b/10
1436,doliprane, paracetamol,170mg,b/10
1437,doliprane, paracetamol,100mg,b/10
1438,doliprane, paracetamol,500mg,b/12 sachets
1439,doliprane, paracetamol,500mg,b/16
1440,doliprane, paracetamol,500mg,b/12
1441,doliprane, paracetamol,150mg,b/12
1442,doliprane, paracetamol,150mg,b/10
1443,doliprane, paracetamol,200mg,b/10
1444,doliprane, paracetamol,300mg,b/10
1445,doliprane, paracetamol,300mg,bt/10
1446,doliprane, paracetamol,150mg,b/12
1447,doliprane, paracetamol,200mg,b/12 sachets
1448,doliprane, paracetamol,300mg,b/12
1449,doliprane, paracetamol,1000mg,bte/8
1450,dolised,   ibuprofene/paracetamol,200mg/400mg,bte/20
1451,dolokil,   paracetamol/tramadol chlorhydrate,"325mg/37,5mg",bte/20
1452,dolomol,   paracetamol,500mg,b/30
1453,dolomol,   paracetamol,120,fl/100 ml
1454,dolomol,   paracetamol,120mg,b/10
1455,dolomol,   paracetamol,250mg/5ml,f/120ml
1456,dolomol,   paracetamol,250mg,bte/6
1457,doloraz,   ibuprofene,100mg/5ml,fl/100ml
1458,dolorol,   paracetamol,500mg,b/20
1459,dolpriv,   paracetamol,500mg,b/20
1460,dolpriv,   paracetamol,100 mg,bte/10
1461,dolpriv,   paracetamol,200 mg,bte/10
1462,dolpriv,   paracetamol,0.03,fl/100ml
1463,dolpriv,   paracetamol,150mg,bte/10
1464,dolpriv,   paracetamol,300mg,bte/10
1465,doltram,   tramadol sous forme de tramadol chlorhydrate,50mg,bte/30
1466,doltram,"   tramodol,sous forme de tramodol chlorhydrate",100mg,bte/30
1467,doltram,"   tramadol,sous forme de tramadol chlorhydrate",150mg,bte/30
1468,doltram,"   tramadol,sous forme de tramadol chlorhydrate",200mg,bte/30
1469,dolyc, paracetamol,500mg,b/20
1470,dolyc, paractamol,1000mg,bte/10
1471,domperide, domperidone,10,b/30
1472,domperide, domperidone,1mg/ml,fl/150 ml
1473,domperide, domperidone,1mg/ml,fl/200ml
1474,domperidone,   domperidone,10mg,b/30
1475,domperidone,   domperodone,1mg/ml,fl/150ml
1476,domperidone,   domperidone,1mg/ml,fl/180 ml
1477,domperidone arrow, domperidone,1 mg/ml,fl/200ml
1478,domperidone bgl,   domperidone,1mg/ml,fl/200ml
1479,domperidone lpa,   domperidone,1mg/1ml,fl/200ml
1480,domperone, domperidone,10mg,b/40
1481,doneurime, cyanocobalamine,1000æg/ml,o
1482,doneurine, cyanocobalamine,1000æg/ml,b/10amp
1483,dontomycine,   spiramycine,"1,5m ui",b/16
1484,dontomycine,   spiramycine,3m ui,b/10
1485,dopamet,   methyldopa,250,b/30
1486,dopanore,  methyldopa,250,b/30
1487,dopegyt,   methyldopa,250,b/30
1488,dopegyt,   methyldopa,500,b/30
1489,dopezil,   donpzil s/f de chlorhydrate,5mg,bte/30
1490,dopezil ,"  donpzil,sous forme de chlorhydrate",10mg,b/30
1491,doprin,domperidone,10mg,b/20
1492,doprin,dompridone,1mg/ml,fl/100ml
1493,doramine,  dexchlorpheniramine,"0,5mg/cac",fl/125ml
1494,dormazine, chlorpromazine,100,b/30
1495,dormazine, chlorpromazine,0.04,fl/30 ml
1496,dotarem,   gadoterate de meglumine,"0,5",fl/10 ml
1497,dotarem,   gadoterate de meglumine,"0,5",fl/20ml
1498,dotarem,   gadotetrate de meglumine,"0,5 mm0l/ml",fl/15ml
1499,dotur, doxycycline,100mg,b/10
1500,dotur, doxycycline,100mg,b/10
1501,douce plus,oxyde de zinc/huile de foie de poisson,27g/20g,t/40 g
1502,doxamex lp,"doxazosine, sous forme msylate",4mg,bte/20
1503,doxinate,  doxycycline,100mg,b/10
1504,doxine,doxazosine,2mg,b/20
1505,doxydar,   doxycycline,100mg,b/10
1506,doxyl, doxycycline,100mg,b/10
1507,doxyl, doxycycline,100mg,b/5
1508,doxyline,  doxycilline,100mg,b/6
1509,doxytec,   doxycycline,100mg,b/20
1510,dozycept,  donpzil ( sous forme chlorhydrate),5mg,bte/28
1511,dozycept,  donpzil ( sous forme chlorhydrate),10mg,bte/28
1512,dqa diclo ,  diclofenac,50mg,b/30
1513,dqa diclo lp ,  diclofenac,100mg,b/30
1514,dqa domp,  domperidone,10mg,b/30
1515,dqa spirono ,   spironolactone,100 mg,b/30
1516,dqa spirono ,spironolactone,50 mg,b/30
1517,dqa-furosemide,furosemide,40mg,b/30
1518,dudrex,hydrochlorothiazide/amiloride,50mg/5mg,b/30
1519,duofem,"tramadol,sous forme de chlorhydrate",50mg,bte/30
1520,duphalac,  lactulose,"133g/200ml (66,50%)",fl/200 ml
1521,duphalac,  lactulose,10g/15ml,b/20 sachets
1522,duphaston, dydrogesterone,10,b/10
1523,durrax,"hydroxyzine,s/forme de dichlorhydrate d'hydroxzin",2mg/ml,fl/100ml
1524,duspamed,  mebeverine,100mg,b/20
1525,duspatalin,mebeverine,100mg,b/30
1526,duspatalin,mebeverine,200 mg,b/30
1527,duspatalin,mebeverine,100mg,b/30
1528,duspaverine,"   mebeverine, s/f chlorhydrate",100 mg,bte/30
1529,dyarex,loperamide,2mg,b/20
1530,dyaspagon, loperamide,2mg,b/6
1531,dyclomax,  diclofenac,75mg,b/2
1532,dyclomax,  diclofenac,100mg,b/10
1533,dysentyl,  nifuroxazide,200mg,b/30
1534,eau oxygene,   eau oxygene,10 volumes,fl/10ml
1535,eau oxygenee officinale,   eau oxygenee,10,fl/1 l
1536,ecazide,   captopril/hydrochlorothiazide,50mg/25mg,b/28
1537,eclaran,   peroxyde de benzoyle,0.05,t/15 g
1538,eclaran,   peroxyde de benzoyle,0.1,t/45 g
1539,ecomi, econazole,0.01,t/30 g
1540,ecomi, econazole,0.01,fl/30 ml
1541,ecomi, econazole nitrate micronise,150mg,b/3
1542,econazyl,  econazole nitrate,0.01,t/30g
1543,ecopirin,  acide acetysalicylique,500mg,b/20
1544,ecovar,nitrate d'econazole,150mg,b/3
1545,ecovar lp, econazole sous forme de nitrate,150mg,bte/01
1546,edemid,furosemide,20,b/5 amp
1547,edemid,furosemide,40mg,b/15
1548,edex,  alprostadil,10 mg/1ml,b/2 cart
1549,edex,  alprostadil,20mg/1ml,b/2 cart
1550,efferalgan,paracetamol,500mg,b/16
1551,efferalgan,paracetamol,3 g/ 100 ml,fl/90 ml
1552,efferalgan,paracetamol,150mg,b/10
1553,efferalgan,paracetamol,150mg,b/12 sachets
1554,efferalgan,paracetamol,500mg,b/16
1555,efferalgan pediatrique,paracetamol,3,fl/90 ml
1556,efferalgan pediatrique,paracetamol,150mg/5ml,fl/90 ml
1557,effexor lp,"venlafaxine,sous forme de chlorydrate","37,5mg",bte/30
1558,efficort hydrophile,   hydrocortisone aceponate,1.27,t/30g
1559,efficort lipophile,hydrocortisone aceponate,1.27,t/30g
1560,effixent,  cefalexine,250 mg,b/20
1561,effixent,  cefalexine,500mg,b/10
1562,elisor,pravastatine,20mg,b/28
1563,emeset ,  ondansetron,8mg,b/10
1564,emeset ,  ondansetron,4mg,b/10
1565,emox,  amoxicilline,250mg/5ml,fl/60 ml
1566,enalapril, enalapril,20mg,b/28
1567,enalapril, enalapril maleate,20mg,b/20
1568,enalapril iberal,  enalapril,5mg,bte/28
1569,enalapril iberal,  enalapril,20 mg,bte/28
1570,enantone lp 11.25mg,   leuproreline,"11,25mg/2ml",b/1fl/pdr+amp2ml+ser o22112009
1571,"enantone lp 3,75mg",leuproreline,"3,75mg/2ml",b/1fl/pdr+amp2ml+ser o22112009
